time,Latitud,Longitud,Tiempo_Medicion,Vel_Viento,Direccion_Viento,Direccion_Viento_Modelo
2026-05-10,9.875,-84.375,,,,
2026-05-10,9.875,-84.125,,,,
2026-05-10,9.875,-83.875,,,,
2026-05-10,9.875,-83.625,,,,
2026-05-10,9.875,-83.375,,,,
2026-05-10,9.875,-83.125,,,,
2026-05-10,9.875,-82.875,,,,
2026-05-10,9.875,-82.625,,,,
2026-05-10,9.875,-82.375,,,,
2026-05-10,9.875,-82.125,,,,
2026-05-10,10.125,-86.875,,,,
2026-05-10,10.125,-86.625,,,,
2026-05-10,10.125,-86.375,,,,
2026-05-10,10.125,-86.125,,,,
2026-05-10,10.125,-85.875,,,,
2026-05-10,10.125,-85.625,,,,
2026-05-10,10.125,-85.375,,,,
2026-05-10,10.125,-85.125,,,,
2026-05-10,10.125,-84.875,,,,
2026-05-10,10.125,-84.625,,,,
2026-05-10,10.125,-84.375,,,,
2026-05-10,10.125,-84.125,,,,
2026-05-10,10.125,-83.875,,,,
2026-05-10,10.125,-83.625,,,,
2026-05-10,10.125,-83.375,,,,
2026-05-10,10.125,-83.125,,,,
2026-05-10,10.125,-82.875,,,,
2026-05-10,10.125,-82.625,,,,
2026-05-10,10.125,-82.375,,,,
2026-05-10,10.125,-82.125,,,,
2026-05-10,10.375,-86.875,,,,
2026-05-10,10.375,-86.625,,,,
2026-05-10,10.375,-86.375,,,,
2026-05-10,10.375,-86.125,,,,
2026-05-10,10.375,-85.875,,,,
2026-05-10,10.375,-85.625,,,,
2026-05-10,10.375,-85.375,,,,
2026-05-10,10.375,-85.125,,,,
2026-05-10,10.375,-84.875,,,,
2026-05-10,10.375,-84.625,,,,
2026-05-10,10.375,-84.375,,,,
2026-05-10,10.375,-84.125,,,,
2026-05-10,10.375,-83.875,,,,
2026-05-10,10.375,-83.625,,,,
2026-05-10,10.375,-83.375,,,,
2026-05-10,10.375,-83.125,,,,
2026-05-10,10.375,-82.875,,,,
2026-05-10,10.375,-82.625,,,,
2026-05-10,10.375,-82.375,,,,
2026-05-10,10.375,-82.125,,,,
2026-05-10,10.625,-86.875,,,,
2026-05-10,10.625,-86.625,,,,
2026-05-10,10.625,-86.375,,,,
2026-05-10,10.625,-86.125,,,,
